timestamp,Open,High,Low,Close,Volume
2023-12-29 13:00:00,42773.0,42773.0,42773.0,42773.0,10.0
2023-12-29 14:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 15:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 16:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 17:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 18:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 19:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 20:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 21:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 22:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-29 23:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 00:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 01:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 02:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 03:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 04:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 05:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 06:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 07:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 08:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 09:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 10:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 11:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 12:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 13:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 14:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 15:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 16:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 17:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 18:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 19:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 20:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 21:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 22:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-30 23:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 00:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 01:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 02:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 03:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 04:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 05:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 06:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 07:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 08:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 09:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 10:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 11:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 12:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 13:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 14:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 15:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 16:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 17:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 18:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 19:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 20:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 21:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 22:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2023-12-31 23:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2024-01-01 00:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2024-01-01 01:00:00,42773.0,42773.0,42773.0,42773.0,0.0
2024-01-01 02:00:00,42773.0,42773.0,42773.0,42773.0,0.0
