entry_time,exit_time,type,entry_price,exit_price,size,pnl,exit_reason,duration_hours
2024-01-10 10:00:00,2024-01-16 08:00:00,long,45683.0,45329.704364681354,0.0033179286645337114,-1.1722097154783826,Stop Loss,142.0
2024-01-16 09:00:00,2024-01-24 05:00:00,short,42943.0,39018.9018927021,0.003478770883496565,13.651038239651905,Stop Loss,188.0
2024-01-24 09:00:00,2024-01-29 07:00:00,long,39808.0,42150.579827378424,0.011937446194980928,27.964420646777647,Stop Loss,118.0
2024-01-29 08:00:00,2024-01-29 12:00:00,short,42066.0,42097.64650962744,0.06926381039838211,-2.1919578426056154,Stop Loss,4.0
2024-01-29 13:00:00,2024-01-31 07:00:00,long,42366.0,43202.910976026964,0.027797364609570264,23.263919546372833,Stop Loss,42.0
2024-01-31 10:00:00,2024-02-01 14:00:00,short,42465.5,42356.23757685868,0.011367321033523456,1.2420210407480787,Stop Loss,28.0
2024-02-01 22:00:00,2024-02-02 13:00:00,long,42582.0,42865.483623626475,0.02711732993784455,7.687318953854856,Stop Loss,15.0
2024-02-02 15:00:00,2024-02-03 07:00:00,long,43240.5,43085.843080484075,0.014494711578874681,-2.241707442060561,Stop Loss,16.0
2024-02-03 12:00:00,2024-02-03 14:00:00,long,43100.5,43074.74062338528,0.06665834132591644,-1.7170773187267256,Stop Loss,2.0
2024-02-03 15:00:00,2024-02-03 18:00:00,long,43125.0,43094.87463443828,0.03950339692681376,-1.190054273349926,Stop Loss,3.0
2024-02-03 22:00:00,2024-02-04 09:00:00,short,43039.0,42901.86173162427,0.037939309519139874,5.202931210825801,Stop Loss,11.0
2024-02-04 14:00:00,2024-02-04 20:00:00,short,42887.5,42851.040937562095,0.03952239006689759,1.4409492871442646,Stop Loss,6.0
2024-02-04 21:00:00,2024-02-05 03:00:00,short,42778.0,42608.84782362903,0.02728045412942937,4.614548188381337,Stop Loss,6.0
2024-02-05 08:00:00,2024-02-05 15:00:00,long,43028.0,42996.47795948687,0.013349195571581648,-0.42079388362513376,Stop Loss,7.0
2024-02-05 18:00:00,2024-02-05 23:00:00,short,42735.0,42660.95846119826,0.012486586842008223,0.9245261041638819,Stop Loss,5.0
2024-02-06 00:00:00,2024-02-06 01:00:00,short,42612.5,42663.63873213351,0.011443681808012543,-0.5852153786011122,Stop Loss,1.0
2024-02-06 07:00:00,2024-02-06 10:00:00,long,42908.0,42834.0222840646,0.017280447936383343,-1.2783680686742016,Stop Loss,3.0
2024-02-06 13:00:00,2024-02-07 03:00:00,long,42880.5,43053.24121855969,0.036795613662907185,6.356119141782215,Stop Loss,14.0
2024-02-07 05:00:00,2024-02-07 06:00:00,long,43027.5,43016.444011723084,0.037831007576753964,-0.4182591762725024,Stop Loss,1.0
2024-02-07 07:00:00,2024-02-07 09:00:00,short,42929.0,42985.929440726206,0.02785296162151407,-1.585653527681274,Stop Loss,2.0
2024-02-07 10:00:00,2024-02-07 12:00:00,short,42895.0,42983.63587365183,0.02917136646535201,-2.5856295522741854,Stop Loss,2.0
2024-02-07 13:00:00,2024-02-09 13:00:00,long,43146.0,47377.964285714275,0.027266811684965482,115.3921732360706,Take Profit,48.0
2024-02-09 14:00:00,2024-02-10 08:00:00,long,47080.0,47148.90714353681,0.009878409693831618,0.6806929946882667,Stop Loss,18.0
2024-02-10 11:00:00,2024-02-11 20:00:00,long,47168.5,48110.231881402695,0.03352182164977073,31.568568170284177,Stop Loss,33.0
2024-02-11 23:00:00,2024-02-12 02:00:00,long,48320.5,48207.82457688482,0.028958236454992514,-3.2628815452356825,Stop Loss,3.0
2024-02-12 07:00:00,2024-02-12 08:00:00,long,48210.0,48175.71434796884,0.02941134185156005,-1.0083870324921276,Stop Loss,1.0
2024-02-12 09:00:00,2024-02-12 14:00:00,short,47883.5,48025.82173887304,0.013778234720840707,-1.9609423240709565,Stop Loss,5.0
2024-02-12 15:00:00,2024-02-13 13:00:00,long,49973.5,49779.177214447656,0.005945322144116559,-1.1553115600507624,Stop Loss,22.0
2024-02-13 14:00:00,2024-02-13 20:00:00,short,48720.5,49151.02597219559,0.008383311780480818,-3.609233454510231,Stop Loss,6.0
2024-02-14 02:00:00,2024-02-14 04:00:00,long,49504.5,49438.405401785494,0.010756762493436696,-0.7109638950925642,Stop Loss,2.0
2024-02-14 05:00:00,2024-02-15 15:00:00,long,49564.0,51999.66156021442,0.018469625964893363,44.98575799422898,Stop Loss,34.0
2024-02-15 16:00:00,2024-02-15 17:00:00,long,52295.0,52009.28362396185,0.01866207852026815,-5.33206144415045,Stop Loss,1.0
2024-02-15 21:00:00,2024-02-15 23:00:00,short,51343.0,51847.292853371735,0.009014096408692957,-4.54574439850768,Stop Loss,2.0
2024-02-16 02:00:00,2024-02-16 06:00:00,long,52184.0,51992.388875201315,0.014200092155060389,-2.7208956300760985,Stop Loss,4.0
2024-02-16 08:00:00,2024-02-16 10:00:00,short,51860.5,51930.44561143952,0.02327316772894705,-1.6278559469357436,Stop Loss,2.0
2024-02-16 11:00:00,2024-02-16 14:00:00,long,52233.5,52084.37217293405,0.020431051246279898,-3.0468382770308557,Stop Loss,3.0
2024-02-16 19:00:00,2024-02-16 21:00:00,short,51743.0,51951.824923122585,0.014798925534978948,-3.0903844871388455,Stop Loss,2.0
2024-02-17 01:00:00,2024-02-17 04:00:00,short,51985.5,51991.167923717665,0.034617934940278226,-0.19621181450458555,Stop Loss,3.0
2024-02-17 05:00:00,2024-02-17 19:00:00,short,51940.0,51293.78841255589,0.0376767400482586,24.34714599630418,Stop Loss,14.0
2024-02-18 01:00:00,2024-02-18 04:00:00,short,51527.0,51498.59122387001,0.02474739902798256,0.7030433187854599,Stop Loss,3.0
2024-02-18 06:00:00,2024-02-18 07:00:00,short,51520.0,51567.03976529718,0.026142953382034383,-1.2297583912660304,Stop Loss,1.0
2024-02-18 08:00:00,2024-02-18 12:00:00,long,51804.5,51665.475096710616,0.02108840468564238,-2.9318134219488323,Stop Loss,4.0
