Trade_ID,Session_ID,Action,Timestamp_UTC,Signal_Type,Position_Type,Entry_Price,Exit_Price,Quantity,Stop_Loss,Take_Profit,Trailing_SL_Final,Risk_Amount,Expected_Reward,Realized_PnL,PnL_Percentage,Time_in_Position_Minutes,Exit_Reason,Strategy_Version,EMA9,EMA20,ATR,ATR_Multiplier,Swing_Low,Swing_High,Risk_Reward_Ratio,Portfolio_Balance_Before,Portfolio_Balance_After
T_181246_c124,SID_20250815_181245_be6c22,ENTRY,2025-08-15 18:12:46 UTC,SELL,SHORT,117292.5,,0.004732927653820144,119405.35714285714,96163.92857142855,,10.0,100.0,,,,,v2,117754.38080264172,118234.42515105072,556.7142857142857,0.5,116753.5,119127.0,10,500.0,490.0
