Trade_ID,Session_ID,Action,Timestamp_UTC,Signal_Type,Position_Type,Entry_Price,Exit_Price,Quantity,Stop_Loss,Take_Profit,Trailing_SL_Final,Risk_Amount,Expected_Reward,Realized_PnL,PnL_Percentage,Time_in_Position_Minutes,Exit_Reason,Strategy_Version,EMA9,EMA20,ATR,ATR_Multiplier,Swing_Low,Swing_High,Risk_Reward_Ratio,Portfolio_Balance_Before,Portfolio_Balance_After
T_175257_3043,SID_20250815_175257_be6c22,ENTRY,2025-08-15 17:52:57 UTC,SELL,SHORT,117546.0,,0.005372372574038009,119407.375,98932.25,,10.0,100.0,,,,,v3,117869.05100345043,118333.20801050085,560.75,0.5,116753.5,119127.0,10,500.0,490.0
